               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.027863,            0.012379,          0.00070889,              0.8422,             0.91783,             0.92909,              0.5256,            0.030955,            0.011713,          0.00078228,            0.001882,            0.001882,            0.001882
                  84,            0.028147,            0.012891,          0.00070813,             0.92062,             0.85254,              0.9297,             0.56932,            0.030444,            0.011749,          0.00081009,            0.001783,            0.001783,            0.001783
                  85,             0.02803,            0.012618,          0.00091734,             0.87178,             0.90336,             0.92698,               0.556,            0.030595,            0.011679,          0.00085551,            0.001684,            0.001684,            0.001684
                  86,            0.027836,            0.013142,          0.00063447,             0.86125,             0.90341,             0.93017,             0.55922,            0.030425,            0.011756,           0.0008615,            0.001585,            0.001585,            0.001585
                  87,            0.027521,            0.012695,          0.00062654,             0.87004,             0.90572,             0.92035,             0.54781,            0.030223,            0.011685,          0.00077786,            0.001486,            0.001486,            0.001486
                  88,              0.0278,            0.012749,          0.00066062,             0.87118,             0.92198,             0.91998,             0.57498,            0.030074,            0.011771,          0.00082667,            0.001387,            0.001387,            0.001387
                  89,            0.027406,            0.012726,          0.00065374,             0.87611,             0.91222,             0.91132,             0.56106,            0.030195,            0.011787,           0.0008568,            0.001288,            0.001288,            0.001288
                  90,            0.026624,            0.012412,          0.00081671,              0.8824,             0.90939,             0.92277,             0.54533,            0.030439,            0.011574,          0.00081518,            0.001189,            0.001189,            0.001189
                  91,            0.026951,            0.012234,          0.00075053,             0.86641,             0.91465,              0.9148,             0.53909,            0.030057,            0.011532,          0.00075686,             0.00109,             0.00109,             0.00109
                  92,            0.027098,            0.012423,          0.00057997,             0.85485,             0.91698,             0.92016,             0.54621,             0.02988,            0.011638,          0.00080425,            0.000991,            0.000991,            0.000991
                  93,            0.026363,             0.01226,          0.00067527,             0.87727,             0.90057,             0.93625,             0.57313,            0.029943,            0.011582,          0.00083014,            0.000892,            0.000892,            0.000892
                  94,            0.026585,            0.012724,          0.00073098,             0.87958,             0.89077,             0.91279,             0.56062,            0.030148,            0.011559,          0.00077311,            0.000793,            0.000793,            0.000793
                  95,            0.026167,            0.012254,          0.00072225,             0.87987,             0.88657,             0.92161,             0.56293,            0.029773,            0.011515,          0.00081527,            0.000694,            0.000694,            0.000694
                  96,            0.026689,            0.012759,          0.00066935,             0.91497,             0.91121,             0.93864,             0.57535,            0.029784,            0.011595,          0.00083605,            0.000595,            0.000595,            0.000595
                  97,            0.026443,            0.012136,          0.00085017,             0.87802,             0.91811,             0.92029,             0.56965,            0.029895,            0.011562,           0.0008332,            0.000496,            0.000496,            0.000496
                  98,            0.025906,            0.011845,          0.00080021,             0.88347,             0.91045,              0.9195,             0.55157,             0.02976,            0.011521,          0.00081745,            0.000397,            0.000397,            0.000397
                  99,            0.025852,             0.01201,          0.00054486,             0.88222,             0.91526,             0.93184,             0.57202,            0.029693,            0.011524,          0.00082019,            0.000298,            0.000298,            0.000298
